#ClinGen Gene Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
EYA4	2070	6q23.2	chr6:134429416-134720956	3	Sufficient evidence for dosage pathogenicity	11159937	17567890	15735644				0	No evidence available							2020-01-22	MONDO:0011031	
EYS	346007	6q12	chr6:64866189-66858763	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011272	
F10	2159	13q34	chr13:112374457-112401188	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009212	
F13A1	2162	6p25.1	chr6:6013258-6189948	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013187	
F13B	2165	1q31.3	chr1:196300565-196329084	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013190	
F5	2153	1q24.2	chr1:168867198-168942473	30	Gene associated with autosomal recessive phenotype	11435304	19598066					0	No evidence available							2018-01-11	MONDO:0009210	
F7	2155	13q34	chr13:112357141-112372343	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009211	
F8	2157	Xq28	chrX:153072189-153263342	3	Sufficient evidence for dosage pathogenicity	2987704	23534532	23551875				0	No evidence available							2020-10-13	MONDO:0010602	
F9	2158	Xq27.1	chrX:137842731-137875455	3	Sufficient evidence for dosage pathogenicity	20301668	29296726					0	No evidence available							2021-01-12	MONDO:0010604	
FA2H	79152	16q23.1	chr16:80759695-80821561	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012866	
FADD	8772	11q13.3	chr11:70218250-70222344	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013408	
FAH	2184	15q25.1	chr15:78015910-78050375	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-09-02	MONDO:0010161	
FAM161A	84140	2p15	chr2:61830920-61860250	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011630	
FAM20C	56975	7p22.3	chr7:293238-360993	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009821	
FAN1	22909	15q13.3	chr15:28684541-28737186	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013898	
FANCA	2175	16q24.3	chr16:95822301-95901208	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-10-11	MONDO:0009215	
FANCB	2187	Xp22.2	chrX:14416480-14453587	3	Sufficient evidence for dosage pathogenicity	15502827	29232005	21910217	16679491			0	No evidence available							2021-06-23	MONDO:0010351	
FANCD2	2177	3p25.3	chr3:10018368-10094151	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-08-09	MONDO:0009214	
FANCE	2178	6p21.31	chr6:35275414-35290178	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-06-12	MONDO:0010953	
FANCG	2189	9p13.3	chr9:35093014-35099121	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-11-15	MONDO:0013565	
FANCL	55120	2p16.1	chr2:58164077-58246201	30	Gene associated with autosomal recessive phenotype	32235514						30	Gene associated with autosomal recessive phenotype							2023-10-21		
FANCM	57697	14q21.2	chr14:39327942-39392898	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2024-04-09		
FARS2	10667	6p25.1	chr6:5130251-5698580	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
FAS	355	10q23.31	chr10:89874398-89900944	1	Little evidence for dosage pathogenicity	21490157	26563159	23524443	34171534			0	No evidence available							2022-02-08	MONDO:0017979	
FASLG	356	1q24.3	chr1:172016214-172023987	30	Gene associated with autosomal recessive phenotype							30	Gene associated with autosomal recessive phenotype							2023-10-11	MONDO:0011158	
FBN1	2200	15q21.1	chr15:46216487-46453912	3	Sufficient evidence for dosage pathogenicity	17701892	30286810	21063442				0	No evidence available							2019-12-04	MONDO:0007947	
FBN2	2201	5q23.3	chr5:128776747-129178044	0	No evidence available							0	No evidence available							2024-02-28		
FBP1	2203	9q22.32	chr9:106772462-106809559	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009251	
FBXO7	25793	22q12.3	chr22:32938570-32962724	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009830	
FBXW11	23291	5q35.1	chr5:172401847-172547187	0	No evidence available							1	Little evidence for dosage pathogenicity	16865294						2011-12-07		
FBXW4	6468	10q24.32	chr10:102494737-102578296	0	No evidence available							0	No evidence available							2014-10-08		MONDO:0009525
FGD1	2245	Xp11.22	chrX:53736310-53787092	3	Sufficient evidence for dosage pathogenicity	17152066	20082460	16353258	19110080	28103835	33067218	0	No evidence available							2021-05-26	MONDO:0010589	
FGD4	121512	12p11.21	chr12:32275797-32522311	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012250	
FGF10	2255	5p12	chr5:44553832-44643268	3	Sufficient evidence for dosage pathogenicity	15654336	16630169	19102732				0	No evidence available							2022-02-23	MONDO:0007872	
FGF12	2257	3q28-q29	chr3:194835241-195463702	0	No evidence available	25217958	25232849	28446957				1	Little evidence for dosage pathogenicity	32524056						2021-12-01		MONDO:0100062
FGF3	2248	11q13.3	chr11:69826890-69836324	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012541	
FGFR1	2260	8p11.23	chr8:38677186-38745787	3	Sufficient evidence for dosage pathogenicity	12627230	15605412	19489874				0	No evidence available							2021-04-05	MONDO:0007844	
FGFR3	2261	4p16.3	chr4:1791772-1807349	0	No evidence available							0	No evidence available	21815251	20197130					2011-11-09		
FGFRL1	53834	4p16.3	chr4:1007983-1024943	0	No evidence available							0	No evidence available							2013-08-01		
FH	2271	1q43	chr1:240908941-240931214	3	Sufficient evidence for dosage pathogenicity	21398687						0	No evidence available							2020-07-06	MONDO:0007888	
FHIT	2272	3p14.2	chr3:59787636-61294616	0	No evidence available	17363630	2337565					0	No evidence available	27113213						2018-10-24		
FKBP14	55033	7p14.3	chr7:30148289-30164384	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013800	
FLCN	201163	17p11.2	chr17:17158255-17183228	3	Sufficient evidence for dosage pathogenicity	22146830	20413710	21412933	35639097	35637701	33927747	0	No evidence available							2023-01-11	MONDO:0800444	
FLG	2312	1q21.3	chr1:151437741-151461789	3	Sufficient evidence for dosage pathogenicity	16444271	27793761	27667308				0	No evidence available							2020-02-26	MONDO:0015947	
FLNA	2316	Xq28	chrX:152585057-152611166	3	Sufficient evidence for dosage pathogenicity	16684786	23032111	26471271				0	No evidence available	24098143						2020-12-02	MONDO:0010233	
FLNB	2317	3p14.3	chr3:58048811-58212708	0	No evidence available							0	No evidence available							2013-07-25		
FLNC	2318	7q32.1	chr7:130143333-130172200	3	Sufficient evidence for dosage pathogenicity	28008423	27908349	28436997	30067491			0	No evidence available							2021-07-13	MONDO:0005021	
FLVCR2	55640	14q24.3	chr14:69787736-69872319	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009168	
FMO2	2327	1q24.3	chr1:170541630-170568989	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
FMR1	2332	Xq27.3	chrX:146176547-146215797	3	Sufficient evidence for dosage pathogenicity	1642231	7670500	8069307				0	No evidence available							2020-12-16	MONDO:0010383	
FOLR1	2348	11q13.4	chr11:72116099-72122864	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2019-06-25	MONDO:0013110	
FOSL2	2355	2p23.2	chr2:28435741-28460588	0	No evidence available							0	No evidence available							2024-12-10	MONDO:0968978	
FOXC1	2296	6p25.3	chr6:1472916-1476901	3	Sufficient evidence for dosage pathogenicity	11170889	17653043	16936096				0	No evidence available							2020-07-29	MONDO:0011233	
FOXC2	2303	16q24.1	chr16:92635146-92638044	3	Sufficient evidence for dosage pathogenicity	11078474	11694548	21918810				0	No evidence available							2013-11-26	MONDO:0007922	
FOXE1	2304	9q22.33	chr9:110025163-110028654	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009437	
FOXE3	2301	1p33	chr1:47294744-47296511	0	No evidence available							0	No evidence available							2017-12-13		
FOXF1	2294	16q24.1	chr16:92578744-92583639	3	Sufficient evidence for dosage pathogenicity	23505205						0	No evidence available							2013-06-20	MONDO:0009934	
FOXG1	2290	14q12	chr14:22964720-22968210	3	Sufficient evidence for dosage pathogenicity	28661489	24836831	29655203	24139857	19578037	18571142	0	No evidence available							2021-03-09	MONDO:0100040	
FOXL2	668	3q22.3	chr3:141685214-141688129	3	Sufficient evidence for dosage pathogenicity	28924383	15962237	20232352	11468277	29339661	18726931	0	No evidence available							2021-02-09	MONDO:0007201	
FOXP1	27086	3p13	chr3:70991208-71623264	3	Sufficient evidence for dosage pathogenicity	29090079	20848658	20950788				0	No evidence available							2020-01-22	MONDO:0013352	
FOXP2	93986	7q31.1	chr7:115401144-116008464	1	Little evidence for dosage pathogenicity	15877281						0	No evidence available							2012-09-19	MONDO:0016226	
FOXRED1	55572	11q24.2	chr11:126298539-126309541	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
FRMD7	90167	Xq26.2	chrX:130401223-130452253	3	Sufficient evidence for dosage pathogenicity	17013395	20450309	28378818				0	No evidence available							2020-04-09	MONDO:0010693	
FSHB	2488	11p14.1	chr11:30365200-30369447	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009239	
FTCD	10841	21q22.3	chr21:44514221-44534996	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009240	
FTL	2512	19q13.33	chr19:51960189-51961759	0	No evidence available							0	No evidence available							2013-08-22		
FTSJ1	24140	Xp11.23	chrX:47885027-47895371	2	Some evidence for dosage pathogenicity	15162322	15342698	18081026	31170314	31981491	36720500	0	No evidence available							2023-03-22	MONDO:0019181	
FXN	2395	9q21.11	chr9:81209297-81252406	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100340	
FYCO1	79443	3p21.31	chr3:45933782-46011702	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-05-20	MONDO:0012395	
FZD4	8322	11q14.2	chr11:86886525-86896237	3	Sufficient evidence for dosage pathogenicity	12172548	14507768	25711638	26244290	34860240	35394490	0	No evidence available							2023-01-25	MONDO:0007589	
G6PC3	92579	17q21.31	chr17:44923244-44928851	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-04-30	MONDO:0012930	
GAA	2548	17q25.3	chr17:81001995-81020360	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009290	
GAB4	128954	22q11.1	chr22:17638610-17684901	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
GABRA1	2554	5q34	chr5:162375899-162428804	1	Little evidence for dosage pathogenicity	16718694	21714819	27613244	28554332	29655203	16123039	0	No evidence available							2021-11-09	MONDO:0100038	
GABRB3	2562	15q12	chr15:24283981-24681123	0	No evidence available							0	No evidence available							2012-04-25		
GABRG2	2566	5q34	chr5:162528902-162691829	1	Little evidence for dosage pathogenicity	12117362	19261880	24480790				0	No evidence available							2018-09-25		
GALC	2581	14q31.3	chr14:82058434-82214297	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009499	
GALK1	2584	17q25.1	chr17:76644815-76658460	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009255	
GALNS	2588	16q24.3	chr16:94884254-94927364	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009659	
GALNT12	79695	9q22.33	chr9:110979352-111021780	1	Little evidence for dosage pathogenicity	29749045	19617566	22461326				0	No evidence available							2019-09-09	MONDO:0012132	
GALNT3	2591	2q24.3	chr2:166204962-166252163	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100252	
GALR1	2587	18q23	chr18:77480984-77510848	0	No evidence available							0	No evidence available							2012-07-06		
GALT	2592	9p13.3	chr9:34656679-34669563	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009258	
GAMT	2593	19p13.3	chr19:1367024-1371568	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012999	
GAN	8139	16q23.2	chr16:87375710-87451557	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009749	
GATA1	2623	Xp11.23	chrX:48197055-48204804	0	No evidence available							0	No evidence available							2020-10-14		
GATA2	2624	3q21.3	chr3:131220988-131234760	3	Sufficient evidence for dosage pathogenicity	21892158	21670465	22147895	33759087	34893945	34638133	0	No evidence available							2023-04-12	MONDO:0013540	
GATA3	2625	10p14	chr10:8046258-8076094	3	Sufficient evidence for dosage pathogenicity	10935639	11389161	27387476				0	No evidence available							2020-06-24	MONDO:0007797	
GATA4	2626	8p23.1	chr8:7980285-8063298	3	Sufficient evidence for dosage pathogenicity	12845333	15863664	24000169				0	No evidence available							2017-02-08	MONDO:0011938	
GATA6	2627	18q11.2	chr18:22354655-22387589	3	Sufficient evidence for dosage pathogenicity	22158542	23223019	23635550				0	No evidence available							2013-06-20	MONDO:0010802	
GATAD1	57798	7q21.2	chr7:93688797-93701390	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013848	
GATAD2B	57459	1q21.3	chr1:152926300-153060617	3	Sufficient evidence for dosage pathogenicity	23644463	28077840	27848944				0	No evidence available							2017-12-27	MONDO:0014034	
GBA	2629	1q22	chr1:154373009-154383257	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0018150	
GBA2	57704	9p13.3	chr9:35757546-35769909	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013737	
GBE1	2632	3p12.2	chr3:81543135-81815065	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009292	
GCDH	2639	19p13.13	chr19:13015612-13038662	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009281	
GCH1	2643	14q22.2	chr14:49047235-49108020	3	Sufficient evidence for dosage pathogenicity	17898029	19491146	17111153				0	No evidence available							2023-02-14	MONDO:0007495	
GCSH	2653	16q23.2	chr16:87143482-87157585	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011612	
